video Id,Video Name,Channel,Comment,Like Count,Reply Count,Commented Date
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,ঘরিটা দাম কত,0,0,2022-02-19T13:56:40Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,"damn it&#39;s good! I missed a bit of soundeffect such as the clock is tiking, but honestly very nice job!!!",3,0,2021-08-22T10:24:55Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,what kind of lens and body used for video?,0,1,2021-04-03T08:42:26Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,Nice job team ;),1,1,2020-12-12T08:41:34Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,Great work mate. How did you manage the movement?,1,1,2020-11-05T00:01:13Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,Damn this is soo good. Honestly impressive job 👏🏻👏🏻,4,0,2020-11-03T15:16:21Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,what lens did you use for close shots,2,1,2020-08-30T17:29:24Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,Excellent about to try this soon and looking for ideas what software did u use if you don&#39;t mind me asking ?,5,0,2020-06-30T06:14:47Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,Beautiful.,1,0,2020-06-22T20:03:57Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,good one! congrats on this beautiful outcome,1,0,2020-06-20T09:47:37Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,"You can buy these gorgeous timepieces on <a href=""https://easycase.eu/c/watch"">https://easycase.eu/c/watch</a> :-)",0,1,2019-09-26T23:57:47Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,"I like it!!  But, just between you and me, how the hell did you get to syncronize both watches up to the second?!??????",0,1,2019-08-10T17:36:08Z
ZwnXW_7fzk0,Watch product video for Easycase,Welpix,"a tip from a ex film study student, the sound is too aggressiv and fast and sounds to brazen, choose a more slower and softer sound with depth",2,1,2019-08-10T17:23:56Z
Crk4Juui5MM,Commercial -  Vitamins and food supplements video product presentation created by Productony -B-roll,Productony,"<a href=""https://shoplivegood.com/Alamgir1"">https://shoplivegood.com/Alamgir1</a>",0,0,2024-07-12T14:37:37Z
Crk4Juui5MM,Commercial -  Vitamins and food supplements video product presentation created by Productony -B-roll,Productony,How could it be vegan? What is used instead of gelatin?,0,0,2024-04-24T14:53:12Z
Crk4Juui5MM,Commercial -  Vitamins and food supplements video product presentation created by Productony -B-roll,Productony,"hi,this is peter.I have a dietary supplyments factory  in china  ,and i can provide customization services .Such as tablets  oowders  ,capsules,softgels,gummies,and oral liquods. <a href=""https://www.youtube.com/watch?v=Crk4Juui5MM&amp;t=20"">0:20</a> <a href=""https://www.youtube.com/watch?v=Crk4Juui5MM&amp;t=22"">0:22</a>",0,0,2024-03-12T15:13:51Z
Crk4Juui5MM,Commercial -  Vitamins and food supplements video product presentation created by Productony -B-roll,Productony,Bread,0,0,2024-01-31T06:49:40Z
Crk4Juui5MM,Commercial -  Vitamins and food supplements video product presentation created by Productony -B-roll,Productony,Good video👍,0,0,2023-07-27T12:43:40Z
Crk4Juui5MM,Commercial -  Vitamins and food supplements video product presentation created by Productony -B-roll,Productony,"for more videos and products subscribe to my channel <a href=""https://www.youtube.com/channel/UCQLzy7FFltkw0_2bWp1h68Q"">https://www.youtube.com/channel/UCQLzy7FFltkw0_2bWp1h68Q</a>",0,0,2023-01-27T21:04:29Z
Crk4Juui5MM,Commercial -  Vitamins and food supplements video product presentation created by Productony -B-roll,Productony,"Z<br>,",3,0,2022-10-11T05:17:08Z
BBZ6WAg4Mbk,Product Video Sample | Sacramento Video Production,Accelerated Video,Nice Video! really well done. What camera did you use?,0,1,2020-04-03T20:02:22Z
BBZ6WAg4Mbk,Product Video Sample | Sacramento Video Production,Accelerated Video,"Sick! Idk why this vid is recommended to me, but I&#39;m glad I clicked on it",2,1,2022-03-09T15:12:45Z
BBZ6WAg4Mbk,Product Video Sample | Sacramento Video Production,Accelerated Video,Wow...nice!,1,5,2021-04-02T23:19:17Z
BBZ6WAg4Mbk,Product Video Sample | Sacramento Video Production,Accelerated Video,hi how do u add the arrow effect,1,2,2021-01-10T11:36:35Z
BBZ6WAg4Mbk,Product Video Sample | Sacramento Video Production,Accelerated Video,Can you tell me the name of track also is it loyalty free?,1,1,2020-09-08T13:29:49Z
BBZ6WAg4Mbk,Product Video Sample | Sacramento Video Production,Accelerated Video,"Hi there, I am an Amazon store representative, we are looking someone to shoot and edit video for our products,  can you do this job?",1,5,2020-06-06T15:39:32Z
BBZ6WAg4Mbk,Product Video Sample | Sacramento Video Production,Accelerated Video,Great edit 🔥🔥,1,1,2020-06-02T15:01:44Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,"Hi, permission to use this sound po for school purposes. 🥹❤️",0,0,2024-04-12T14:16:22Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,مذهل,0,0,2023-10-08T13:31:38Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,Very nice ❤❤,0,0,2023-10-08T12:01:57Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,This video is used as a scam,0,0,2023-10-08T12:00:37Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,This video is used as a scam,0,0,2023-10-08T12:00:33Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,This video is used as a scam,0,0,2023-10-08T12:00:28Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,This is used as a scam,0,1,2023-10-08T12:00:09Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,This is an online scam,0,0,2023-10-08T11:59:59Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,Nice 🌹 so nice 🌹 ❤❤❤,0,0,2023-10-08T11:58:54Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,❤❤❤❤❤,0,0,2023-10-08T11:49:17Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,Nice,0,0,2023-10-08T11:48:33Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,Nice❤,0,0,2023-10-08T11:34:23Z
ecuRWswN1QI,SKIN ELEGANCE PRODUCT VIDEO COMMERCIAL | SKINCARE PRODUCTS,EDGE Multimedia,Wow amazing<br>May i use this video for my product advertisements,0,0,2022-06-22T11:16:26Z
LMT9rcc1IWA,Iklan 30 seconds Product Marketing Video - MAX COFFEE,Take OneTV,Macam tengok iklan kat tv🔥🔥🔥,1,1,2021-09-15T12:39:34Z
LMT9rcc1IWA,Iklan 30 seconds Product Marketing Video - MAX COFFEE,Take OneTV,Fuhhhhh lawa,1,1,2021-09-15T00:31:52Z
LMT9rcc1IWA,Iklan 30 seconds Product Marketing Video - MAX COFFEE,Take OneTV,👍🤗🤗,2,3,2021-09-14T16:34:30Z
DsWC3WX_DgE,The NEW AI Product Video Formula that's WINNING for Me on Tiktok Affiliates,Bryan Guerra,"Great Vid as always,. I&#39;ve watched some of your vids and decided to start with Poshmark dropshipping. Hope you could make a vid of it on things to do from automation strategy, price mark up, and so on. Truly appreciate it ✨",0,1,2024-07-22T22:06:52Z
DsWC3WX_DgE,The NEW AI Product Video Formula that's WINNING for Me on Tiktok Affiliates,Bryan Guerra,"Hey Brian, Thanks for more great content! Does ViralEcomAds work with Amazon product links?",0,1,2024-07-22T18:44:21Z
DsWC3WX_DgE,The NEW AI Product Video Formula that's WINNING for Me on Tiktok Affiliates,Bryan Guerra,I thought TikTok was starting to push longer videos (1 minute +) and giving preferential treatment to those creators. ??,0,1,2024-07-22T17:57:34Z
DsWC3WX_DgE,The NEW AI Product Video Formula that's WINNING for Me on Tiktok Affiliates,Bryan Guerra,Am I correct in saying that you need 1k-5k followers depending on your region to start this? Do you ever recommend buying followers? X,0,1,2024-07-22T16:01:01Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,"<b>🚀 Check out these tools made by Website Learners</b><a href=""UCpWT_QfKk7BJIpn709YgsYA/FARPZtvfGP3C_9EPwvWT0AE""></a>:<br>📝 Create product descriptions with GravityWrite ➜ <a href=""http://gravitywrite.com/"">GravityWrite.com</a> <br>🖥️ Build your product site easily ➜ <a href=""http://webspacekit.com/"">WebSpaceKit.com</a><br><br>Hey everyone, I&#39;d love to see the awesome product videos you created with Creatify AI! Share a link to your video in the comments below so we can all check them out and get inspired. Let&#39;s see your creativity in action! 🙌",0,0,2024-07-08T06:27:51Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,I just created an amazing video by following your instructions. Thank you a lot,1,0,2024-07-18T22:47:32Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,"students were killed by Bangladesh  police. We want Justice.<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshiStudents</a><br><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a><br><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a><br><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a> <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a><br><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a> <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a><br><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a> <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a><br><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a><br><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a> <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a><br><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a><br><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a><br><a href=""http://www.youtube.com/results?search_query=%23save_bangladeshi_students"">#Save_Bangladeshi_Students</a><br><a href=""http://www.youtube.com/results?search_query=%23quotaprorest"">#quotaprorest</a><br>Please save our students  🇧🇩",0,0,2024-07-17T18:51:31Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,You are amazing tq tq tq tq👏👏 😊  ☺️ 🤗,0,0,2024-07-14T04:47:23Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,"Bro stop using Ai based videos, those  are no more use for lifetime to us, make a best videos other that Ai videos.",3,0,2024-07-11T14:50:46Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,garbage AI,0,0,2024-07-11T09:30:24Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,"HELLO sir, please make a video on website for Gaming Top-up please plesss plss sir",0,0,2024-07-09T15:58:07Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,You only get 2 videos.,0,0,2024-07-09T07:47:55Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Would you advice the best video creator which we can substructure,0,0,2024-07-08T13:28:59Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Bollywood actor ki awaaz <br>Khudke products ki promotion k liye kaise use kare free unlimited,0,0,2024-07-08T06:17:55Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Bro I am your subscriber. I want to know how you edit each of your videos so beautifully? Please make a beautiful tutorial video of your video editing and gift it to us,1,0,2024-07-07T16:17:18Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,awesome.will try this? right on time thankeew so much for this video,1,0,2024-07-07T14:33:12Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,&quot;Could you create a new video demonstrating how to effectively place keywords when rewriting articles or writing blog posts? Please make the video easy to understand.&quot;,1,0,2024-07-07T07:03:00Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,How can i grow instgm reels would you a make video on this topic using AI,0,0,2024-07-07T04:33:08Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Sir can you make a one more video on creating a website on WordPress,1,1,2024-07-07T00:49:17Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,A product video.,0,0,2024-07-06T23:01:28Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,"Hi love your content,can you make a video on how t  create a website where people can buy social media likes and followers",0,0,2024-07-06T19:12:17Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,How about AI for logo design?,0,0,2024-07-06T17:23:05Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,hello sir can you please tell me which software do you use to make a screen recoding video of your computer,0,0,2024-07-06T17:06:49Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Am surprised with the amount of views in short hours.,0,0,2024-07-06T16:41:37Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Bro please make a video about content gpt app in android.,0,0,2024-07-06T16:30:36Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,If you cannot talk then why do you give the connectivity number to mislead people?,1,0,2024-07-06T16:25:05Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,"Bhai log, there&#39;s this pretty girl who&#39;s replaced you guys at WL.  For now, she&#39;s only doing the Shorts.  But man, isn&#39;t she pretty?  And her smile infectious?  Be careful!  Tumhara patta jaldihi katega.  Brian, your days are numbered man.  I&#39;m sorry man.  I&#39;ve learnt much from you and am obligated to you for life.  But I have to prime you about the impending storm.  You be prepared.",0,0,2024-07-06T16:14:33Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Bhai Hindi me videos banao,0,0,2024-07-06T15:11:01Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Only english version?,0,0,2024-07-06T13:28:51Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Minecraft 3D animation create tutorial place please please 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,7,1,2024-07-06T12:59:09Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,wow I LOVE THIS! I WILL TRY THEM:),0,0,2024-07-06T11:30:00Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,🤩🤩🤩🤩,0,0,2024-07-06T11:28:11Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Thanks bro,0,0,2024-07-06T11:25:02Z
jIh-fFX6J7k,How to Create Viral Product Videos Using AI,Website Learners,Kindly make a video on gravitywrite . <br><br>And can we add own picture on making product video ?,1,1,2024-07-06T11:22:37Z
